OYO ID,Hotel ID,OYO Product,Feedback ID,Booking ID,Source,Rating,L1,L2,Reviews/Comments,AC,TV,Wifi,Heater,Room,Washroom,Infra,Safety & Security,Check-in/Check-out,Staff & Service,Hygiene,Comfort,Direction,Location,Customer Support,Breakfast,Food,Payment,Pricing,Default,Classification
BBS316,50466,Homes,60431829,119768316,Android App,2,,,"Power went off in the midnight. Fan was not working. Also, the flush was not working prooerly in the washroom. Room size looked very small.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
HYD852,56040,SMART,61197947,121571357,bulk_upload,0,,,worst hotel .. worst maintainence.. no parking.. no wifi.. worst bathrooms... totally worst.. dormitory is much better than this one....,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
DEL1091,42042,Townhouse,60846174,121089114,Android App,5,,,It was one of the best OYO experience specially because of its cleanliness and the way their staff handling specifically their receptionist.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
DEL1872,76532,Homes,60503898,117083813,bulk_upload,0,,,"tv connection not working. bed sheats dirty. water gyser work slowly. mosquito in rooms, goodnightor all-out like repellent not provided",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
BBS377,57705,Homes,61210934,120015080,bulk_upload,0,,,"Neat and clean rooms, overall nice place to stay. Haven't tried the food. So, can't comment 
 neat clean isolate room noiseless atmosphere",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Good
TPH024,82121,CapitalO,60903219,120898744,bulk_upload,0,,,"Excellent place to stay, behavior of the manager and other representatives are very good. In short, I found it awesome and extraordinary. )",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
MNL545,49082,SMART,61292959,122635597,bulk_upload,0,,,room condition is very poor and rat is moving inside the room and at night creating noise and bad small in room. very poor quality hotel,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
KOL163,4126,SMART,61209392,121650562,bulk_upload,0,,,pathetic services no towel n charging for everything like spoon n plate n no staff for services n tv not working channels are not available,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
TRC007,59196,SPOT ON,60425947,119013308,Crs,1,,,OYO is giving low amount to the property... so hotel is not accepting guest booking room to stay in hotel...  guest paid extra amount...,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Discard
CHN1194,84427,SPOT ON,60996593,122775826,Android App,4,,,Very near to chennai MGR Railway station. Easy recognize and easy way. Very near to chennai central metro. Comfortable and budget friendly.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Good
GOA251,4118,SMART,61350778,121138713,Android App,5,,,Hotel location was very close to my office that part was very nice for me. Food was yummy. Room was clean and neet. staff very cooperative,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Good
NED007,76780,SPOT ON,60518418,118429836,Android App,1,,,"More amout of money demand. While on OYO app rate show only approx 600 
 but recetionalist demand 1200 
 and he say I am not follow OYO rule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Discard
HYD625,39280,SMART,60503059,117703785,bulk_upload,0,,,I booked for 9 nights. The staff were very courteous. They responded everytime I needed help. Bedsheets and pillow covers can be better.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
BLR1813,79086,SMART,60604428,120740995,Android App,5,,,"All the staff are very helpful. Hotel was very good location and it was just like my home. I enjoyed a lot thankyou whitefield 
 comforts",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
GRG1414,56856,SMART,60503879,119601665,bulk_upload,0,,,This is a worse experience of my lifeno water available in washroomi have paid for breakfast but hotel attended denied Washroom is so durty,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Bad
PTL042,77196,SMART,60376896,119730182,Android App,2,,,"We r seeing many room but no room was perfect, in some rooms no ac working somewhere TV and somewhere was smell with shora in rooms wall",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
