OYO ID,Hotel ID,OYO Product,Feedback ID,Booking ID,Source,Rating,L1,L2,Reviews/Comments,AC,TV,Wifi,Heater,Room,Washroom,Infra,Safety & Security,Check-in/Check-out,Staff & Service,Hygiene,Comfort,Direction,Location,Customer Support,Breakfast,Food,Payment,Pricing,Default,Classification
TEZ017,83876,SPOT ON,60319283,118675078,Crs,1,,,bed sheet was very dirty. washroom was dirty. room was dirty. pictures which is shown in OYO app is not like that in real.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
MUM1520,85285,SMART,60857048,121305142,website,5,,,"Well supported and good staff with healthy breakfast, hotel cleaning is good, every facilities are good, best experience",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Good
MCD114,54215,Homes,60903501,121432806,bulk_upload,0,,,It’s actually value for money. Booked at a very cheap rate. Food was amazing and this hotel offers you the best view of triund.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Good
ALD035,14744,SMART,60615245,120864871,Android App,5,,,"Masood Ansari Manager to behaviour very excellent. He is very cooperative. 
 Room services staff is very roude. In dinner time.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Average
CHN1194,84427,SPOT ON,60758477,120823332,website,5,,,The mobile number mentioned for any assistance was a wrong number. Had to face little bit difficulty to locate the hotel.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
VAD050,15095,SMART,60600112,120856163,Android App,1,,,"It’s too difficult time stay this hotel, not timing in breakfast, no working ac, and OYO discount amount I pay to check-in.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Bad
DEL835,17435,SMART,60390616,118586818,Android App,1,,,very bad experience. They has provided very bad room. asking payment in hard cash. Not giving check in without payment.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Bad
RPR172,73866,SMART,60492758,119825378,bulk_upload,0,,,"The experience was great. The owner is soo much polite. Helping nature. Syggest to every. Safe and secure. 
 The location",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
KNY026,56496,SMART,61046082,122629128,Android App,1,,,Worst experience at this hotel never book this hotel in future . staff as well as owner is so rude . so avoid this hotel.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
MUM1011,52772,SMART,60470084,119000456,IOS App,1,,,This hotel is not with OYO nw Bt still OYO site showing this in his app. I hv 2 pay doubled Amt of room fr staying there.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Bad
DEL1390,50899,SMART,60818152,121808292,Android App,1,,,the hotel property manager cancelled my booking despite me informing in advance not yo do so. your OYO support is useless,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
COM076,18650,SMART,60920315,120564182,Integrated OTA,3,,,". Location is good staff is friendly There are lot of small coackroches in room, apart from that room is ok for that cost",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Good
PUN380,38414,SMART,60909033,121148117,bulk_upload,0,,,"Convinient location. Polite staff. good service. Tasty breakfast. Speedy Wi-Fi. Clean and neat rooms, although a bit small.",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Good
FAR048,37269,SMART,61198442,120865366,bulk_upload,0,,,They shall correct address as present address is totally confusing. No display visible. Not a clean place. TV doesn’t work.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
MRT042,46039,SMART,60144582,118672380,Android App,5,,,I had a great stay. Hotel staff was very supportive and kind hearted. Especially the guy on the reception was very helpful.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
